id,name,name_code,attrition,age,gender,marital_status_id,distance_from_home,hourly_rate,daily_rate,monthly_rate,monthly_income,percent_salary_hike,job_level,job_role_id,business_travel_id,department_id,education_id,num_of_companies_worked,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,stock_option_level,environment_satisfaction_id,job_involvement_id,job_satisfaction_id,performance_rating_id,relationship_satisfaction_id,work_life_balance_id,over_time,workload_pressure_index,engagement_score,engagement_feedback_score,training_hours_last_year,training_hours_last_6_months,training_gap_score,promotion_stagnation_ratio,role_stability_ratio,attrition_risk_class_id,over_time_hours_last_month,late_arrivals_last_month,absence_days_last_month,absence_ratio,work_shift_id
107,David Miller,david_miller,True,25,True,2,5,46,240,26959,5744,11,2,0,1,1,2,1,6,1,6,4,0,3,0,2,1,2,2,3,2,True,3,2,3,8,4,5,0.0,0.667,1,21.15,11,1,0.0434782608695652,2
108,Mary Smith,mary_smith,False,25,True,1,7,64,1280,26897,2889,11,1,1,1,0,0,1,2,2,2,2,2,1,2,3,1,3,2,2,2,True,2,3,3,19,8,4,1.0,1.0,0,15.016666666666666,7,2,0.0869565217391304,2
109,Michael Martinez,michael_martinez,False,22,False,2,15,59,534,23785,2871,15,1,2,1,0,2,1,1,5,0,0,0,0,0,1,2,3,2,2,2,True,3,3,3,79,40,2,0.0,0.0,1,20.316666666666663,13,2,0.0869565217391304,1
110,Michael Smith,michael_smith,False,51,False,2,1,30,1456,25796,7484,20,3,4,2,0,3,3,23,1,13,12,12,8,0,0,1,0,3,2,1,True,2,2,4,16,9,4,0.923,0.923,2,20.366666666666667,9,1,0.0434782608695652,1
111,Mary Garcia,mary_garcia,True,34,True,2,7,66,658,22887,6074,24,2,2,2,0,2,1,9,3,9,7,0,6,0,0,0,2,3,3,2,True,5,3,5,40,18,3,0.0,0.778,1,17.45,13,1,0.0434782608695652,2
112,Mary Jones,mary_jones,False,54,False,2,26,30,142,13871,17328,12,4,5,0,2,2,2,23,3,5,3,4,4,0,3,3,3,2,2,2,True,4,4,3,45,20,3,0.8,0.6,1,19.816666666666663,5,1,0.0434782608695652,2
113,James Martinez,james_martinez,False,24,True,1,18,52,1127,13257,2774,12,1,2,1,0,0,0,6,2,5,3,1,2,1,1,2,2,2,2,2,True,2,3,3,19,9,4,0.2,0.6,1,16.7,8,1,0.0434782608695652,2
114,Linda Davis,linda_davis,False,34,False,0,6,45,1031,15000,4505,15,2,1,1,0,3,6,12,3,1,0,0,0,1,2,1,1,2,2,2,True,2,1,3,47,16,3,0.0,0.0,0,14.05,8,1,0.0434782608695652,2
115,Michael Johnson,michael_johnson,False,37,True,2,3,87,1189,14506,7428,12,3,0,1,1,2,2,12,3,5,3,1,3,0,2,2,3,2,0,2,True,2,4,2,27,10,4,0.2,0.6,0,20.03333333333333,16,1,0.0434782608695652,2
116,Elizabeth Johnson,elizabeth_johnson,False,34,False,2,5,45,1354,5615,11631,12,3,5,1,0,2,2,14,6,11,10,5,8,0,2,1,0,2,3,2,True,2,1,3,53,31,3,0.455,0.909,1,16.483333333333334,10,3,0.1304347826086956,2
117,Jennifer Rodriguez,jennifer_rodriguez,False,36,False,1,11,92,1467,22952,9738,14,3,0,2,1,1,0,10,6,9,7,2,8,1,1,2,3,2,2,2,True,1,4,3,53,27,3,0.222,0.778,0,17.983333333333334,13,1,0.0434782608695652,1
118,Elizabeth Miller,elizabeth_miller,False,36,False,0,3,39,922,2561,2835,22,1,2,1,0,1,5,7,2,1,0,0,0,1,0,2,3,3,0,2,True,3,3,3,25,8,4,0.0,0.0,0,22.45,13,1,0.0434782608695652,1
119,Mary Williams,mary_williams,False,43,True,1,26,92,394,19494,16959,12,4,5,2,1,1,1,25,3,25,12,4,12,2,2,2,3,2,3,3,True,4,3,3,43,16,3,0.16,0.48,1,20.85,14,2,0.0869565217391304,1
120,Michael Smith,michael_smith,False,30,True,0,23,96,1312,22310,2613,25,1,1,2,0,2,1,10,2,10,7,0,9,3,0,0,2,3,2,1,True,3,2,4,22,11,4,0.0,0.7,2,20.08333333333333,8,1,0.0434782608695652,2
121,William Martinez,william_martinez,False,33,True,1,22,95,750,15480,6146,13,2,0,0,1,1,0,8,2,7,7,0,7,1,2,2,1,2,0,3,True,2,2,1,32,17,3,0.0,1.0,1,21.83333333333333,9,1,0.0434782608695652,1
122,Linda Williams,linda_williams,True,56,False,1,14,72,441,4510,4963,18,1,1,1,0,3,9,7,2,5,4,4,3,3,1,2,1,2,0,2,True,5,2,3,23,13,4,0.8,0.8,2,23.5,14,1,0.0434782608695652,2
123,Robert Miller,robert_miller,False,51,True,2,6,51,684,6462,19537,13,5,7,1,0,2,7,23,5,20,18,15,15,0,0,2,2,2,2,2,True,2,3,3,46,18,3,0.75,0.9,0,17.683333333333334,8,3,0.1304347826086956,2
124,William Brown,william_brown,True,31,True,1,6,76,249,20739,6172,18,2,0,1,1,3,4,12,3,7,7,7,7,0,1,0,2,2,1,1,True,4,2,2,35,20,3,1.0,1.0,2,16.28333333333333,13,2,0.0869565217391304,2
125,Mary Rodriguez,mary_rodriguez,False,26,False,1,6,46,841,23300,2368,19,1,1,1,0,2,1,5,3,5,4,4,3,0,2,1,1,2,2,1,True,2,2,3,40,19,3,0.8,0.8,2,18.25,10,2,0.0869565217391304,2
126,John Garcia,john_garcia,True,58,False,1,23,94,147,3465,10312,12,3,4,1,0,3,1,40,3,40,10,15,6,1,3,2,3,2,3,1,True,2,4,3,44,22,3,0.375,0.25,1,13.366666666666667,13,2,0.0869565217391304,2
127,Michael Davis,michael_davis,True,19,True,2,22,50,528,26820,1675,19,1,6,1,1,0,1,0,2,0,0,0,0,0,3,2,2,2,3,1,True,3,3,4,23,11,4,0.0,0.0,2,20.15,11,2,0.0869565217391304,1
128,David Johnson,david_johnson,False,22,True,1,2,100,594,19299,2523,14,1,2,1,0,0,0,3,2,2,1,2,1,1,2,2,3,2,2,2,True,1,3,3,25,8,4,1.0,0.5,0,20.566666666666663,9,2,0.0869565217391304,1
129,Jennifer Johnson,jennifer_johnson,False,49,False,1,20,96,470,5549,6567,14,2,3,1,0,3,1,16,2,15,11,5,11,0,2,2,0,2,2,1,True,1,3,3,20,12,4,0.333,0.733,1,15.533333333333331,11,1,0.0434782608695652,1
130,Jennifer Jones,jennifer_jones,False,43,False,2,28,72,957,16090,4739,12,1,1,2,0,2,4,18,2,3,2,1,2,0,1,3,2,2,3,2,True,1,4,4,26,9,4,0.333,0.667,1,14.733333333333334,10,2,0.0869565217391304,2
131,Elizabeth Rodriguez,elizabeth_rodriguez,False,50,False,2,12,77,809,6645,9208,11,3,0,2,1,2,4,16,3,2,2,2,1,0,2,2,3,2,3,2,True,2,4,4,48,18,3,1.0,1.0,0,15.65,13,1,0.0434782608695652,1
132,Michael Williams,michael_williams,True,31,False,1,20,71,542,24788,4559,11,2,0,1,1,2,3,4,2,2,2,2,2,1,1,0,2,2,2,2,True,4,2,4,17,9,4,1.0,1.0,1,18.73333333333333,9,3,0.1304347826086956,2
133,Barbara Garcia,barbara_garcia,False,41,True,0,9,96,802,21196,8189,13,3,0,1,1,0,3,12,2,9,7,0,7,1,2,2,2,2,2,2,True,4,3,4,30,15,4,0.0,0.778,0,20.633333333333333,13,1,0.0434782608695652,2
134,Mary Smith,mary_smith,False,26,False,1,25,61,1355,8916,2942,23,1,8,1,2,0,1,8,3,8,7,5,7,1,2,2,2,3,3,2,True,3,3,4,37,20,3,0.625,0.875,1,17.733333333333334,12,1,0.0434782608695652,1
135,Elizabeth Johnson,elizabeth_johnson,False,36,True,0,6,84,216,2819,4941,20,2,3,1,0,1,6,7,0,3,2,0,1,2,1,2,1,3,3,2,True,3,2,5,0,0,5,0.0,0.667,0,13.666666666666666,10,1,0.0434782608695652,1
136,William Brown,william_brown,True,51,True,2,8,53,1150,25150,10650,15,3,3,2,0,3,2,18,2,4,2,0,3,0,0,0,3,2,3,2,True,2,3,4,31,13,3,0.0,0.5,0,18.566666666666663,8,2,0.0869565217391304,1
137,Patricia Martinez,patricia_martinez,False,39,False,1,4,47,1329,14590,5902,14,2,0,1,1,3,4,17,1,15,11,5,9,1,3,1,2,2,2,3,True,1,3,3,12,7,4,0.333,0.733,0,17.766666666666666,11,2,0.0869565217391304,2
138,Patricia Martinez,patricia_martinez,False,25,True,1,28,41,959,24835,8639,18,2,0,1,1,2,2,6,3,2,2,2,2,0,0,1,2,2,3,2,True,2,2,3,32,10,3,1.0,1.0,1,16.633333333333333,14,1,0.0434782608695652,2
139,Elizabeth Martinez,elizabeth_martinez,False,30,True,1,9,48,1240,13982,6347,19,2,8,1,2,2,0,12,2,11,9,4,7,0,2,2,3,2,3,0,True,4,4,4,19,11,4,0.364,0.818,1,18.4,13,2,0.0869565217391304,2
140,Linda Smith,linda_smith,True,32,False,2,9,41,1033,10224,4200,22,1,2,1,0,2,7,10,2,5,4,0,4,0,0,2,0,3,0,3,True,2,2,3,20,7,4,0.0,0.8,1,15.066666666666666,10,1,0.0434782608695652,1
141,Robert Davis,robert_davis,False,45,True,2,29,83,1316,9752,3452,13,1,1,1,0,2,5,9,2,6,5,0,3,0,2,2,3,2,1,1,True,3,4,3,29,16,4,0.0,0.833,1,19.6,10,1,0.0434782608695652,1
142,Linda Williams,linda_williams,False,38,False,2,3,32,364,2302,4317,20,2,1,1,0,4,3,19,2,3,2,2,2,0,3,2,2,3,1,2,True,4,3,4,26,9,4,0.667,0.667,0,17.5,11,1,0.0434782608695652,1
143,William Davis,william_davis,False,30,False,2,18,75,438,23910,2632,14,1,1,1,0,2,1,5,4,5,4,0,4,0,0,2,2,2,2,1,True,1,2,4,61,29,2,0.0,0.8,2,13.883333333333333,10,1,0.0434782608695652,2
144,Linda Brown,linda_brown,False,32,True,0,9,35,689,22812,4668,17,2,0,2,1,1,0,9,2,8,7,0,7,3,3,0,3,2,3,3,True,2,3,3,20,11,4,0.0,0.875,0,17.133333333333333,7,3,0.1304347826086956,1
145,Jennifer Williams,jennifer_williams,False,30,False,0,5,84,201,10415,3204,14,1,1,1,0,2,5,8,3,3,2,2,2,1,3,2,0,2,3,2,True,3,2,3,27,12,4,0.667,0.667,1,18.466666666666665,9,2,0.0869565217391304,2
146,Michael Rodriguez,michael_rodriguez,False,30,True,2,2,35,1427,11162,2720,13,1,2,1,0,0,0,6,3,5,3,1,2,0,1,1,3,2,3,2,True,2,3,4,24,13,4,0.2,0.6,0,25.116666666666667,9,1,0.0434782608695652,1
147,Jennifer Rodriguez,jennifer_rodriguez,False,41,True,0,10,91,857,12888,17181,13,4,5,2,0,2,4,21,2,7,6,7,7,1,3,1,0,2,1,1,True,1,2,3,24,13,4,1.0,0.857,2,21.25,13,1,0.0434782608695652,1
148,Robert Smith,robert_smith,False,41,True,1,9,94,933,6961,2238,21,1,2,1,0,3,2,7,2,5,0,1,4,1,2,2,0,3,3,2,True,2,2,4,32,17,3,0.2,0.0,0,19.45,13,1,0.0434782608695652,2
149,Elizabeth Martinez,elizabeth_martinez,False,19,False,2,3,79,1181,16102,1483,14,1,2,1,0,0,1,1,3,1,0,0,0,0,1,2,1,2,3,2,True,1,3,3,41,24,3,0.0,0.0,2,19.83333333333333,18,1,0.0434782608695652,2
150,Robert Martinez,robert_martinez,False,40,False,0,26,54,1395,8504,5605,11,2,1,2,0,2,1,20,2,20,7,2,13,1,1,2,1,2,0,2,True,2,2,1,21,9,4,0.1,0.35,2,10.483333333333333,12,2,0.0869565217391304,2
151,Elizabeth Davis,elizabeth_davis,False,35,True,1,1,94,662,11439,7295,13,3,0,1,1,4,1,10,3,10,8,0,6,2,2,2,1,2,0,2,True,1,2,3,45,16,3,0.0,0.8,1,21.73333333333333,13,1,0.0434782608695652,2
152,Barbara Garcia,barbara_garcia,False,53,True,1,6,34,1436,16047,2306,20,2,6,1,1,1,2,13,3,7,7,4,5,1,1,2,2,3,3,0,True,3,3,5,43,14,3,0.571,1.0,2,20.8,12,2,0.0869565217391304,1
153,Jennifer Garcia,jennifer_garcia,False,45,True,0,9,60,194,10901,2348,18,2,2,1,0,2,8,20,2,17,9,0,15,1,1,2,1,2,2,0,True,2,3,3,16,6,4,0.0,0.529,2,18.433333333333334,11,1,0.0434782608695652,1
154,Linda Garcia,linda_garcia,False,32,False,2,8,43,967,15589,8998,14,3,0,2,1,2,1,9,2,9,8,3,7,0,1,2,3,2,3,2,True,3,4,4,29,10,4,0.333,0.889,0,18.516666666666666,11,1,0.0434782608695652,2
155,Michael Jones,michael_jones,False,29,True,1,1,41,1496,26283,4319,13,2,3,0,0,0,1,10,1,10,7,0,9,1,3,2,2,2,0,2,True,2,3,3,10,5,5,0.0,0.7,0,22.516666666666666,15,1,0.0434782608695652,1
156,Robert Miller,robert_miller,False,51,True,1,7,34,1169,13983,6132,17,2,3,1,0,3,2,10,2,1,0,0,0,0,1,1,2,2,2,2,True,1,2,3,18,6,4,0.0,0.0,0,16.266666666666666,10,2,0.0869565217391304,1
157,Michael Miller,michael_miller,False,58,False,1,9,75,1145,11873,3346,20,1,1,1,0,2,4,9,3,1,0,0,0,1,1,1,1,3,1,1,True,4,3,3,29,9,4,0.0,0.0,2,19.3,9,1,0.0434782608695652,2
158,Elizabeth Davis,elizabeth_davis,False,40,True,1,4,67,630,8552,10855,11,3,0,1,1,3,7,15,2,12,11,2,11,1,2,1,3,2,0,1,True,2,3,1,23,7,4,0.167,0.917,0,20.966666666666665,8,1,0.0434782608695652,1
159,Michael Rodriguez,michael_rodriguez,False,34,False,1,2,75,303,11314,2231,18,1,6,2,1,3,6,6,3,4,3,1,2,1,2,2,2,2,3,2,True,3,2,4,34,19,3,0.25,0.75,0,14.683333333333334,9,1,0.0434782608695652,2
160,Barbara Garcia,barbara_garcia,False,22,True,1,19,80,1256,11992,2323,24,1,1,1,0,0,1,2,6,2,2,2,2,2,2,2,3,3,0,2,True,2,3,3,62,30,2,1.0,1.0,0,15.266666666666667,7,1,0.0434782608695652,1
161,Michael Davis,michael_davis,False,27,True,0,9,57,691,5970,2024,18,1,1,0,0,2,6,6,1,2,2,2,2,1,3,2,1,2,3,0,True,2,2,3,9,4,5,1.0,1.0,2,24.03333333333333,9,1,0.0434782608695652,1
162,William Brown,william_brown,False,28,True,1,21,42,440,6672,2713,11,1,1,1,0,2,1,5,2,5,2,0,2,1,2,2,3,2,2,0,True,2,3,3,28,16,4,0.0,0.4,2,15.1,6,1,0.0434782608695652,1
163,Jennifer Rodriguez,jennifer_rodriguez,False,57,True,0,24,83,334,23402,9439,16,3,4,1,0,1,3,12,2,5,3,1,4,1,2,3,3,2,1,0,True,4,4,3,32,10,3,0.2,0.6,2,21.616666666666667,12,1,0.0434782608695652,2
164,Jennifer Miller,jennifer_miller,False,27,True,0,3,79,1450,25326,2566,15,1,1,0,0,2,1,1,2,1,1,0,1,1,2,1,2,2,3,1,True,5,1,4,28,17,4,0.0,1.0,2,20.166666666666668,14,1,0.0434782608695652,2
165,William Jones,william_jones,False,50,False,2,11,53,1452,17053,19926,15,5,5,1,0,2,3,21,5,5,4,4,4,0,2,2,1,2,1,2,True,3,2,2,52,25,3,0.8,0.8,1,18.183333333333334,9,2,0.0869565217391304,2
166,Patricia Miller,patricia_miller,False,41,True,0,14,56,465,4609,2451,12,1,1,1,0,2,4,13,2,9,8,1,8,1,0,2,2,2,0,2,True,2,3,2,20,7,4,0.111,0.889,1,19.366666666666667,11,1,0.0434782608695652,2
167,James Miller,james_miller,False,30,False,1,5,41,1339,8053,9419,12,3,0,1,1,2,2,12,2,10,9,7,4,1,1,2,3,2,2,2,True,3,4,3,19,10,4,0.7,0.9,1,20.83333333333333,14,1,0.0434782608695652,1
168,John Davis,john_davis,False,38,False,2,1,59,702,12930,8686,22,2,0,1,1,3,4,12,2,8,3,0,7,0,0,1,3,3,2,3,True,2,4,4,18,10,4,0.0,0.375,0,17.416666666666668,7,2,0.0869565217391304,1
169,Barbara Garcia,barbara_garcia,False,32,True,2,6,43,120,12430,3038,20,1,1,1,0,4,3,8,2,5,4,1,4,0,2,2,2,3,0,2,True,2,4,3,25,11,4,0.2,0.8,0,13.116666666666667,13,2,0.0869565217391304,2
170,David Williams,david_williams,False,27,True,1,17,51,1157,13364,3058,16,1,1,1,0,2,0,6,3,5,2,1,1,1,2,2,1,2,3,1,True,4,2,3,39,22,3,0.2,0.4,2,22.816666666666663,10,2,0.0869565217391304,2
171,Robert Miller,robert_miller,True,19,False,2,1,100,602,20989,2325,21,1,6,2,1,0,0,1,5,0,0,0,0,0,2,0,0,3,0,3,True,2,1,3,68,23,2,0.0,0.0,1,20.0,8,1,0.0434782608695652,2
172,William Miller,william_miller,False,36,True,2,3,30,1480,15062,2088,12,1,2,2,0,1,4,13,3,8,7,7,2,0,3,2,1,2,2,1,True,2,3,3,40,15,3,0.875,0.875,2,21.883333333333333,12,1,0.0434782608695652,2
173,Elizabeth Jones,elizabeth_jones,False,30,True,0,9,66,111,11012,3072,11,2,2,0,0,2,1,12,4,12,9,6,10,2,2,2,0,2,2,2,True,2,2,2,41,13,3,0.5,0.75,1,17.71666666666667,8,1,0.0434782608695652,2
174,Mary Smith,mary_smith,False,45,False,0,4,30,1268,6319,5006,11,2,0,1,1,1,4,9,3,5,4,0,3,1,2,2,0,2,0,3,True,4,1,2,32,12,3,0.0,0.8,2,15.566666666666666,12,1,0.0434782608695652,1
175,Robert Johnson,robert_johnson,False,56,False,0,8,67,713,13939,4257,18,1,1,1,0,2,4,19,3,2,2,2,2,1,2,2,0,2,2,2,True,3,2,3,40,15,3,1.0,1.0,2,13.333333333333334,7,1,0.0434782608695652,2
176,David Brown,david_brown,False,33,True,2,2,90,134,10515,2500,14,1,1,1,0,2,0,4,2,3,1,0,2,0,2,2,3,2,0,3,True,2,4,2,22,13,4,0.0,0.333,0,20.96666666666667,8,1,0.0434782608695652,1
177,Michael Miller,michael_miller,True,19,True,2,2,47,303,9241,1102,22,1,2,1,0,2,1,1,3,1,0,1,0,0,1,1,3,3,2,1,True,1,3,3,29,9,4,1.0,0.0,2,18.75,6,1,0.0434782608695652,2
178,Jennifer Williams,jennifer_williams,False,46,False,0,1,92,526,2137,10453,25,3,0,1,1,1,1,24,2,24,13,15,7,3,1,2,0,3,2,2,True,2,2,4,22,9,4,0.625,0.542,2,23.266666666666666,8,1,0.0434782608695652,2
179,James Miller,james_miller,False,38,False,2,9,75,1380,6319,2288,12,1,2,1,0,1,1,2,3,2,2,2,1,0,2,2,3,2,2,2,True,2,3,2,31,14,3,1.0,1.0,0,20.45,11,1,0.0434782608695652,1
180,Barbara Rodriguez,barbara_rodriguez,False,31,False,1,12,95,140,6984,3929,23,1,1,1,0,0,8,7,0,4,2,0,2,1,2,2,3,3,2,2,True,4,3,4,0,0,5,0.0,0.5,1,15.616666666666667,10,1,0.0434782608695652,1
181,Jennifer Davis,jennifer_davis,False,34,False,2,27,95,629,5711,2311,15,1,1,1,0,1,2,9,3,3,2,1,2,0,3,2,1,2,3,2,True,2,3,4,44,26,3,0.333,0.667,1,13.666666666666666,12,1,0.0434782608695652,1
182,William Brown,william_brown,True,41,False,2,20,70,1356,21728,3140,22,1,6,1,1,1,1,4,5,4,3,0,2,0,1,2,1,3,3,1,True,4,2,4,74,39,2,0.0,0.75,2,12.866666666666667,10,2,0.0869565217391304,1
183,William Miller,william_miller,False,50,True,1,1,86,328,3425,3690,15,1,2,1,0,2,2,5,2,3,2,0,2,1,2,1,2,2,3,1,True,2,2,4,20,12,4,0.0,0.667,1,19.316666666666663,8,1,0.0434782608695652,1
184,John Williams,john_williams,False,53,False,0,13,57,1084,26250,4450,11,2,3,1,0,1,1,5,3,4,2,1,3,2,3,3,0,2,2,2,True,2,2,4,26,14,4,0.25,0.5,0,17.416666666666668,11,1,0.0434782608695652,1
185,James Garcia,james_garcia,False,33,False,1,14,72,931,4673,2756,13,1,1,1,0,2,1,8,5,8,7,1,6,1,3,2,1,2,3,2,True,3,2,4,70,41,2,0.125,0.875,0,17.95,12,2,0.0869565217391304,2
186,Robert Garcia,robert_garcia,False,40,False,1,4,46,989,6499,19033,14,5,5,1,0,0,1,21,2,20,8,9,9,1,3,2,2,2,1,2,True,3,3,2,19,10,4,0.45,0.4,0,18.33333333333333,11,1,0.0434782608695652,1
187,Linda Davis,linda_davis,False,55,True,2,14,61,692,13339,18722,11,5,7,1,0,3,8,36,3,24,15,2,15,0,2,3,1,2,3,2,True,2,4,4,33,11,3,0.083,0.625,1,17.25,8,2,0.0869565217391304,2
188,Mary Johnson,mary_johnson,False,34,True,1,2,45,1069,14074,9547,17,2,3,2,0,0,1,10,2,10,9,1,9,0,3,1,2,2,2,1,True,1,3,2,17,7,4,0.1,0.9,0,16.4,11,1,0.0434782608695652,2
189,Barbara Rodriguez,barbara_rodriguez,False,51,False,2,3,98,313,7192,13734,18,4,4,1,0,2,3,21,6,7,7,1,0,0,3,2,1,2,2,2,True,1,3,2,59,29,3,0.143,1.0,0,16.333333333333336,9,1,0.0434782608695652,2
190,Jennifer Davis,jennifer_davis,False,52,True,1,1,65,699,5678,19999,14,5,5,1,0,3,0,34,5,33,18,11,9,1,2,1,2,2,0,2,True,3,2,2,72,29,2,0.333,0.545,0,21.75,10,1,0.0434782608695652,1
191,Michael Smith,michael_smith,False,27,False,2,9,99,894,11781,2279,16,1,1,1,0,2,1,7,2,7,7,0,3,0,3,2,1,2,3,1,True,3,2,4,29,11,4,0.0,1.0,2,17.683333333333334,7,3,0.1304347826086956,2
192,John Williams,john_williams,True,35,True,1,23,50,556,15497,5916,13,2,3,1,0,1,3,8,1,1,0,0,1,0,1,1,2,2,0,2,True,3,2,3,10,5,5,0.0,0.0,2,19.133333333333333,11,1,0.0434782608695652,1
193,James Johnson,james_johnson,False,43,True,0,7,37,1344,5228,2089,14,1,1,0,0,2,4,7,3,5,4,2,2,3,3,3,3,2,3,3,True,3,4,4,32,19,3,0.4,0.8,0,13.933333333333334,6,2,0.0869565217391304,2
194,Linda Miller,linda_miller,False,45,True,1,2,65,1195,20462,16792,23,4,5,0,0,1,9,22,1,20,8,11,8,1,0,1,3,3,3,2,True,2,3,4,9,3,5,0.55,0.4,1,19.7,12,1,0.0434782608695652,1
195,James Davis,james_davis,False,37,True,1,21,65,290,22977,3564,12,1,1,1,0,2,1,8,3,8,7,1,7,1,1,3,0,2,0,1,True,4,2,1,26,14,4,0.125,0.875,2,16.866666666666667,13,1,0.0434782608695652,2
196,John Johnson,john_johnson,False,35,False,2,2,37,138,15986,4425,11,2,2,2,0,2,5,10,5,6,2,1,2,0,1,2,1,2,3,2,True,2,3,4,80,41,2,0.167,0.333,1,21.03333333333333,8,1,0.0434782608695652,2
197,Jennifer Johnson,jennifer_johnson,False,42,False,0,21,36,926,16439,5265,16,2,3,0,0,1,2,11,5,5,3,0,2,1,2,2,2,2,1,2,True,2,3,3,66,39,2,0.0,0.6,0,21.666666666666668,11,1,0.0434782608695652,1
198,David Garcia,david_garcia,False,38,True,1,2,88,1261,7259,6553,14,2,3,1,0,3,9,14,3,1,0,0,0,0,3,2,2,2,1,2,True,2,3,3,37,21,3,0.0,0.0,0,12.733333333333333,14,1,0.0434782608695652,1
199,Elizabeth Rodriguez,elizabeth_rodriguez,False,38,True,1,29,54,1084,4185,6261,18,2,3,1,0,2,3,9,3,7,7,1,7,1,3,2,3,2,0,0,True,1,3,2,42,22,3,0.143,1.0,1,17.4,10,1,0.0434782608695652,2
200,Patricia Smith,patricia_smith,False,27,True,1,1,60,472,9679,4298,19,2,3,2,0,0,5,6,1,2,2,2,0,1,2,1,0,2,2,2,True,2,1,3,15,7,4,1.0,1.0,1,15.566666666666666,11,2,0.0869565217391304,2
201,William Jones,william_jones,False,49,True,0,18,92,1002,23793,6804,15,2,3,0,0,3,1,7,0,7,7,1,7,2,3,2,3,2,0,2,True,4,3,2,0,0,5,0.143,1.0,0,19.78333333333333,11,2,0.0869565217391304,2
202,John Johnson,john_johnson,False,34,True,0,10,43,878,5972,3815,17,1,1,2,0,3,1,5,4,5,3,2,0,1,3,2,2,2,3,3,True,4,3,3,33,15,3,0.4,0.6,1,19.516666666666666,11,1,0.0434782608695652,2
203,Linda Davis,linda_davis,False,40,True,1,19,99,905,16523,2741,15,2,2,1,0,1,8,15,2,7,2,3,7,1,2,2,3,2,2,3,True,4,4,4,19,10,4,0.429,0.286,0,15.733333333333334,9,3,0.1304347826086956,1
204,Elizabeth Smith,elizabeth_smith,True,38,True,1,29,70,1180,11354,6673,19,2,4,1,0,0,7,17,2,1,0,0,0,0,1,2,0,2,1,2,True,4,2,3,26,15,4,0.0,0.0,2,15.766666666666667,8,1,0.0434782608695652,2
205,Barbara Smith,barbara_smith,True,29,False,1,27,35,121,24525,7639,22,3,0,1,1,2,1,10,3,10,4,1,9,3,1,2,3,3,3,1,True,3,4,5,33,18,3,0.1,0.4,2,21.21666666666667,12,1,0.0434782608695652,1
206,Patricia Smith,patricia_smith,False,22,True,0,5,60,1136,12392,2328,16,1,1,1,0,2,1,4,2,4,2,2,2,1,3,3,1,2,0,1,True,4,3,1,32,11,3,0.5,0.5,2,20.183333333333334,11,1,0.0434782608695652,2
207,David Rodriguez,david_rodriguez,False,36,False,2,18,73,635,7703,2153,13,1,2,2,0,0,1,8,2,8,1,1,7,0,1,2,3,2,0,2,True,1,2,3,27,13,4,0.125,0.125,0,18.53333333333333,6,3,0.1304347826086956,2
208,Jennifer Rodriguez,jennifer_rodriguez,False,40,True,1,9,63,1151,14242,4876,14,2,4,0,0,4,9,5,5,3,2,0,2,1,3,1,3,2,3,0,True,2,3,3,78,31,2,0.0,0.667,1,16.4,9,2,0.0869565217391304,1
209,Elizabeth Johnson,elizabeth_johnson,False,46,True,0,1,97,644,12368,9396,16,3,4,1,0,3,7,17,3,4,2,0,3,1,3,2,0,2,2,2,True,3,2,4,29,9,4,0.0,0.5,0,21.4,8,2,0.0869565217391304,1
210,John Smith,john_smith,True,32,True,1,4,32,1045,25812,10400,11,3,0,1,1,3,1,14,2,14,8,9,8,0,3,0,3,2,2,1,True,2,3,4,30,11,4,0.643,0.571,1,20.05,8,1,0.0434782608695652,1
211,Mary Brown,mary_brown,False,30,True,2,1,88,829,20925,8474,22,3,3,0,0,0,1,12,2,11,8,5,8,0,2,1,2,3,2,2,True,2,3,3,21,7,4,0.455,0.727,0,17.416666666666668,8,2,0.0869565217391304,1
212,William Miller,william_miller,False,27,False,2,20,90,1242,12916,9981,14,2,0,2,1,2,1,7,2,7,7,0,7,0,3,2,2,2,3,2,True,2,3,4,32,18,3,0.0,1.0,0,18.133333333333333,8,3,0.1304347826086956,2
213,Patricia Davis,patricia_davis,False,51,True,1,8,81,1469,15736,12490,16,3,7,1,0,3,5,16,5,10,9,4,7,2,1,1,1,2,3,0,True,3,3,3,46,17,3,0.4,0.9,2,14.216666666666669,6,1,0.0434782608695652,2
214,Jennifer Rodriguez,jennifer_rodriguez,True,30,False,2,3,88,1005,8556,2657,11,1,1,1,0,2,5,8,5,5,2,0,4,0,3,2,0,2,2,2,True,4,1,3,61,24,2,0.0,0.4,2,23.28333333333333,10,1,0.0434782608695652,1
215,Barbara Williams,barbara_williams,False,41,False,2,6,75,896,14674,13591,18,3,5,1,1,2,3,16,3,1,0,0,0,0,3,2,3,2,2,2,True,4,3,3,43,25,3,0.0,0.0,1,18.266666666666666,13,3,0.1304347826086956,2
216,James Smith,james_smith,True,30,False,2,26,52,334,22967,6696,15,2,0,2,1,3,5,9,5,6,3,0,1,0,2,1,0,2,2,1,True,2,1,3,57,24,3,0.0,0.5,2,21.266666666666666,8,1,0.0434782608695652,1
